poliza_id,policy_number,poliza_renovacion,cartera_renovaciones,count_items,issue
204892,4308006238987000,2,[np.int64(0)],1,renovacion_mismatch
204896,1000004731,4,[np.int64(0)],37,renovacion_mismatch
204899,4308006230257000,2,[np.int64(0)],1,renovacion_mismatch
204903,4308006228310000,1,[np.int64(0)],1,renovacion_mismatch
204909,1408004207975000,3,[np.int64(0)],1,renovacion_mismatch
204910,10565200414100,1,[np.int64(0)],1,renovacion_mismatch
204911,4308006216900000,1,[np.int64(0)],1,renovacion_mismatch
204915,4308006205215000,1,[np.int64(0)],1,renovacion_mismatch
204921,4308006211498000,2,[np.int64(0)],1,renovacion_mismatch
204926,4308006196691000,1,[np.int64(0)],1,renovacion_mismatch
204929,4308006192331000,1,[np.int64(0)],1,renovacion_mismatch
204941,4308006181040000,1,[np.int64(0)],1,renovacion_mismatch
204944,4308006195960000,1,[np.int64(0)],1,renovacion_mismatch
204945,4308006169811000,2,[np.int64(0)],1,renovacion_mismatch
204962,4308006165947000,2,[np.int64(0)],1,renovacion_mismatch
204968,4308006151015000,2,[np.int64(0)],1,renovacion_mismatch
204978,101000542,1,[np.int64(0)],2,renovacion_mismatch
204979,101000545,1,[np.int64(0)],1,renovacion_mismatch
204984,AA005407-2,3,[np.int64(0)],3,renovacion_mismatch
204985,101000343-2,4,[np.int64(0)],1,renovacion_mismatch
204990,4308006196195000,1,[np.int64(0)],1,renovacion_mismatch
204991,4308006184211000,1,[np.int64(0)],1,renovacion_mismatch
204999,1000272-49,4,[np.int64(0)],5,renovacion_mismatch
205025,101000448-1,4,[np.int64(0)],1,renovacion_mismatch
205026,101000445-1,4,[np.int64(0)],1,renovacion_mismatch
205027,101006431-3,3,[np.int64(0)],2,renovacion_mismatch
205073,4308006143600000,1,[np.int64(0)],1,renovacion_mismatch
205094,3015354,1,[np.int64(0)],1,renovacion_mismatch
205110,4308006125738000,1,[np.int64(0)],1,renovacion_mismatch
205114,4308006103042000,1,[np.int64(0)],1,renovacion_mismatch
205126,4308006091061000,1,[np.int64(0)],1,renovacion_mismatch
205127,4308006090577000,1,[np.int64(0)],1,renovacion_mismatch
205130,1408004206020000,5,[np.int64(0)],1,renovacion_mismatch
205131,1408004206023000,5,[np.int64(0)],1,renovacion_mismatch
205132,1408004206021000,5,[np.int64(0)],1,renovacion_mismatch
205136,1408004205819000,2,[np.int64(0)],1,renovacion_mismatch
205138,1408004205822000,3,[np.int64(0)],1,renovacion_mismatch
205140,10565200403760,3,[np.int64(0)],1,renovacion_mismatch
205141,4308006114229000,1,[np.int64(0)],1,renovacion_mismatch
205143,4308006095210000,3,[np.int64(0)],1,renovacion_mismatch
205146,AA005636/00050,3,[np.int64(0)],11,renovacion_mismatch
205147,AA005945/00050,4,[np.int64(0)],11,renovacion_mismatch
205148,AA000749/00050,3,[np.int64(0)],7,renovacion_mismatch
205149,101005639-4,4,[np.int64(0)],1,renovacion_mismatch
205168,4308006069471000,2,[np.int64(0)],1,renovacion_mismatch
205172,4308006068599000,2,[np.int64(0)],1,renovacion_mismatch
205183,1408004205490000,3,[np.int64(0)],1,renovacion_mismatch
205184,1408004205491000,3,[np.int64(0)],1,renovacion_mismatch
205187,43080058059000,1,[np.int64(0)],1,renovacion_mismatch
205194,3015315,4,[np.int64(0)],1,renovacion_mismatch
205195,3000280-4,4,[np.int64(0)],1,renovacion_mismatch
205202,1408004205489000,2,[np.int64(0)],1,renovacion_mismatch
205212,2050330796902,2,[np.int64(0)],1,renovacion_mismatch
205216,4308006047417000,2,[np.int64(0)],1,renovacion_mismatch
205222,10565200401810,2,[np.int64(0)],1,renovacion_mismatch
205240,1901123003754,1,[np.int64(0)],2,renovacion_mismatch
205264,4308006031761000,1,[np.int64(0)],1,renovacion_mismatch
205272,1000024,4,[np.int64(0)],2,renovacion_mismatch
205285,4308006025661000,2,[np.int64(0)],1,renovacion_mismatch
205291,1000066,1,[np.int64(0)],10,renovacion_mismatch
205294,4308006019315000,1,[np.int64(0)],1,renovacion_mismatch
205302,4308006022396000,1,[np.int64(0)],1,renovacion_mismatch
205323,4308006005653000,1,[np.int64(0)],1,renovacion_mismatch
205354,AA005616,4,[np.int64(0)],7,renovacion_mismatch
205362,4308006009329000,1,[np.int64(0)],1,renovacion_mismatch
205380,4308006008368000,1,[np.int64(0)],1,renovacion_mismatch
205406,1408004204475000,1,[np.int64(0)],1,renovacion_mismatch
205412,4308005999739000,1,[np.int64(0)],1,renovacion_mismatch
205415,4308005998262000,1,[np.int64(0)],1,renovacion_mismatch
205416,4308006005018000,1,[np.int64(0)],1,renovacion_mismatch
205419,1000000144-13,4,[np.int64(0)],1,renovacion_mismatch
205420,4308006006611000,1,[np.int64(0)],1,renovacion_mismatch
205422,10565200398490,1,[np.int64(0)],1,renovacion_mismatch
205435,PE230907,1,[np.int64(0)],3,renovacion_mismatch
205436,89625468,1,[np.int64(0)],1,renovacion_mismatch
205466,10565200397770,1,[np.int64(0)],1,renovacion_mismatch
205482,2000456522,2,[np.int64(0)],24,renovacion_mismatch
205483,2000457392,1,[np.int64(0)],13,renovacion_mismatch
205488,4308005983614000,1,[np.int64(0)],1,renovacion_mismatch
205489,4308005981870000,1,[np.int64(0)],1,renovacion_mismatch
205491,101003293-2,2,[np.int64(0)],5,renovacion_mismatch
205493,4308005974833000,1,[np.int64(0)],1,renovacion_mismatch
205496,4308005973012000,1,[np.int64(0)],1,renovacion_mismatch
205497,10565200396960,1,[np.int64(0)],1,renovacion_mismatch
205499,10565200396970,6,[np.int64(0)],1,renovacion_mismatch
205504,4308005956786000,1,[np.int64(0)],1,renovacion_mismatch
205508,4308005969755000,1,[np.int64(0)],1,renovacion_mismatch
205514,4308005950661000,1,[np.int64(0)],1,renovacion_mismatch
205515,4308005950568000,1,[np.int64(0)],1,renovacion_mismatch
205516,10565200395820,1,[np.int64(0)],1,renovacion_mismatch
205518,4308005957152000,2,[np.int64(0)],1,renovacion_mismatch
205521,14289411178100,1,[np.int64(0)],1,renovacion_mismatch
205526,1000004687,2,[np.int64(0)],3,renovacion_mismatch
205531,4308005948621000,1,[np.int64(0)],1,renovacion_mismatch
205532,4308005948348000,1,[np.int64(0)],1,renovacion_mismatch
205537,4308005946760000,1,[np.int64(0)],1,renovacion_mismatch
205539,4308005948003000,1,[np.int64(0)],1,renovacion_mismatch
205541,4308005942898000,1,[np.int64(0)],1,renovacion_mismatch
205547,1408004204144000,1,[np.int64(0)],1,renovacion_mismatch
205548,1408004204148000,1,[np.int64(0)],1,renovacion_mismatch
205582,4308005928887000,1,[np.int64(0)],1,renovacion_mismatch
205592,4308005940040000,3,[np.int64(0)],1,renovacion_mismatch
205596,4308005932572000,1,[np.int64(0)],1,renovacion_mismatch
205598,4308005949452000,2,[np.int64(0)],1,renovacion_mismatch
205611,10565200394660,2,[np.int64(0)],1,renovacion_mismatch
205612,1408004204012000,3,[np.int64(0)],1,renovacion_mismatch
205613,1408004204011000,2,[np.int64(0)],1,renovacion_mismatch
205614,1408004204010000,3,[np.int64(0)],1,renovacion_mismatch
205615,1408004204009000,3,[np.int64(0)],1,renovacion_mismatch
205632,4308005924486000,1,[np.int64(0)],1,renovacion_mismatch
205633,994000000006,4,[np.int64(0)],1,renovacion_mismatch
205635,994000000007,1,[np.int64(0)],1,renovacion_mismatch
205648,4308005919660000,5,[np.int64(0)],1,renovacion_mismatch
205665,4308005915963000,1,[np.int64(0)],1,renovacion_mismatch
205666,89590566,2,[np.int64(0)],1,renovacion_mismatch
205678,89584515,1,[np.int64(0)],1,renovacion_mismatch
205689,4308005912009000,1,[np.int64(0)],1,renovacion_mismatch
205690,101005522-4,4,[np.int64(0)],5,renovacion_mismatch
205738,4308005901739000,1,[np.int64(0)],1,renovacion_mismatch
205766,4308005889741000,1,[np.int64(0)],1,renovacion_mismatch
205775,4308005898808000,1,[np.int64(0)],1,renovacion_mismatch
205797,101003533,4,[np.int64(0)],6,renovacion_mismatch
205806,4308005887532000,1,[np.int64(0)],1,renovacion_mismatch
205807,4308005887582000,1,[np.int64(0)],1,renovacion_mismatch
205849,430800587487000,1,[np.int64(0)],1,renovacion_mismatch
205875,4308005885229000,1,[np.int64(0)],1,renovacion_mismatch
205899,4308005874096000,1,[np.int64(0)],1,renovacion_mismatch
205900,4308005875788000,1,[np.int64(0)],1,renovacion_mismatch
205902,4308005879023000,2,[np.int64(0)],1,renovacion_mismatch
205916,4308005865608000,1,[np.int64(0)],1,renovacion_mismatch
205917,4308005862412000,1,[np.int64(0)],1,renovacion_mismatch
205918,4308005862299000,1,[np.int64(0)],1,renovacion_mismatch
205921,PE229430,4,[np.int64(0)],2,renovacion_mismatch
205934,4308005863584000,1,[np.int64(0)],1,renovacion_mismatch
205938,4308005857475000,1,[np.int64(0)],1,renovacion_mismatch
205941,1408004202772000,1,[np.int64(0)],1,renovacion_mismatch
205942,10565200389810,3,[np.int64(0)],1,renovacion_mismatch
205943,10565200389790,2,[np.int64(0)],1,renovacion_mismatch
206020,10565200390330,1,[np.int64(0)],1,renovacion_mismatch
206021,10565200390340,1,[np.int64(0)],1,renovacion_mismatch
206034,1000067,3,[np.int64(0)],1,renovacion_mismatch
206035,101006309-3,3,[np.int64(0)],10,renovacion_mismatch
206037,89457492,1,[np.int64(0)],1,renovacion_mismatch
206043,4308005854270000,1,[np.int64(0)],1,renovacion_mismatch
206046,4308005854029000,1,[np.int64(0)],1,renovacion_mismatch
206048,4308005858919000,1,[np.int64(0)],1,renovacion_mismatch
206050,89481567,2,[np.int64(0)],1,renovacion_mismatch
206051,430800585,1,SIN CARTERA,0,sin_cartera
206054,4308005851535000,1,[np.int64(0)],1,renovacion_mismatch
206073,4308005851667000,1,[np.int64(0)],1,renovacion_mismatch
206076,4308005851966000,1,[np.int64(0)],1,renovacion_mismatch
206090,1408004202523000,3,[np.int64(0)],1,renovacion_mismatch
206091,1408004202521000,3,[np.int64(0)],1,renovacion_mismatch
206092,4308005846136000,1,[np.int64(0)],1,renovacion_mismatch
206095,89462408,2,[np.int64(0)],1,renovacion_mismatch
206140,4308005844376000,1,[np.int64(0)],1,renovacion_mismatch
206156,89337191,1,[np.int64(0)],1,renovacion_mismatch
206175,4308005839840000,1,[np.int64(0)],1,renovacion_mismatch
206189,4308005833867000,1,[np.int64(0)],1,renovacion_mismatch
206236,1000384-3,4,[np.int64(0)],1,renovacion_mismatch
206247,101000902-1,3,[np.int64(0)],1,renovacion_mismatch
206248,101000917-1,3,[np.int64(0)],1,renovacion_mismatch
206249,4308005822525000,1,[np.int64(0)],1,renovacion_mismatch
206255,100471,2,[np.int64(0)],6,renovacion_mismatch
206256,2050330855401,1,[np.int64(0)],10,renovacion_mismatch
206257,101007155-1,1,[np.int64(0)],1,renovacion_mismatch
206300,4308005812853000,1,[np.int64(0)],1,renovacion_mismatch
206307,4308005810698000,1,[np.int64(0)],1,renovacion_mismatch
206308,2000450920,2,[np.int64(0)],10,renovacion_mismatch
206314,10565200386720,1,[np.int64(0)],1,renovacion_mismatch
206315,10565200386310,3,[np.int64(0)],1,renovacion_mismatch
206332,1000055,1,[np.int64(0)],5,renovacion_mismatch
206333,105000079,4,[np.int64(0)],1,renovacion_mismatch
206334,2050330784502,3,[np.int64(0)],1,renovacion_mismatch
206337,101006274-3,4,[np.int64(0)],1,renovacion_mismatch
206338,101006833-2,2,[np.int64(0)],3,renovacion_mismatch
206339,2000445425,2,[np.int64(0)],12,renovacion_mismatch
206344,4308005803907000,4,[np.int64(0)],1,renovacion_mismatch
206355,4308005801881000,1,[np.int64(0)],1,renovacion_mismatch
206357,1000004287,1,[np.int64(0)],21,renovacion_mismatch
206364,4308005798248000,1,[np.int64(0)],1,renovacion_mismatch
206384,2000431808,1,[np.int64(0)],7,renovacion_mismatch
206407,101000516-3,4,[np.int64(0)],4,renovacion_mismatch
206408,101000518,3,[np.int64(0)],3,renovacion_mismatch
206418,101006261-3,3,[np.int64(0)],11,renovacion_mismatch
206424,101000793-3,2,[np.int64(0)],1,renovacion_mismatch
206427,430800578547000,1,[np.int64(0)],1,renovacion_mismatch
206433,4308005773903000,1,[np.int64(0)],1,renovacion_mismatch
206440,10565200384000,1,[np.int64(0)],1,renovacion_mismatch
206443,4308005775920000,1,[np.int64(0)],1,renovacion_mismatch
206450,4308005775589000,1,SIN CARTERA,0,sin_cartera
206468,1408004004201284000,1,[np.int64(0)],1,renovacion_mismatch
206490,10565200383780,1,[np.int64(0)],1,renovacion_mismatch
206508,4308005765887000,1,[np.int64(0)],1,renovacion_mismatch
206513,27068111,1,[np.int64(0)],1,renovacion_mismatch
206529,10565200383280,1,[np.int64(0)],1,renovacion_mismatch
206531,10565200382790,1,[np.int64(0)],1,renovacion_mismatch
206541,14289410543560,1,[np.int64(0)],1,renovacion_mismatch
206542,4308005755487000,1,[np.int64(0)],1,renovacion_mismatch
206543,4308005755426000,1,[np.int64(0)],1,renovacion_mismatch
206552,4308005750439000,1,[np.int64(0)],1,renovacion_mismatch
206562,1000000033-30,2,[np.int64(0)],10,renovacion_mismatch
206565,101003498-1,1,[np.int64(0)],2,renovacion_mismatch
206572,1000054,1,[np.int64(0)],10,renovacion_mismatch
206573,1901124002054,2,[np.int64(0)],1,renovacion_mismatch
206575,101000172-1,1,[np.int64(0)],1,renovacion_mismatch
206576,101000709,1,[np.int64(0)],2,renovacion_mismatch
206577,994000000659,1,[np.int64(0)],1,renovacion_mismatch
206581,4308005747792000,2,[np.int64(0)],1,renovacion_mismatch
206582,4308005747656000,1,[np.int64(0)],1,renovacion_mismatch
206600,4308005741715000,1,[np.int64(0)],1,renovacion_mismatch
206605,4308005744353000,1,[np.int64(0)],1,renovacion_mismatch
206614,4308005742270000,1,[np.int64(0)],1,renovacion_mismatch
206618,4308005742468000,1,[np.int64(0)],1,renovacion_mismatch
206620,10565200381440,1,[np.int64(0)],1,renovacion_mismatch
206636,4308005732744000,1,[np.int64(0)],1,renovacion_mismatch
206657,4308005727050000,1,[np.int64(0)],1,renovacion_mismatch
206678,1408004200828000,3,[np.int64(0)],1,renovacion_mismatch
206701,1901123003020-1,1,[np.int64(0)],1,renovacion_mismatch
206708,4308005719686000,1,[np.int64(0)],1,renovacion_mismatch
206748,1000059,3,[np.int64(0)],1,renovacion_mismatch
206759,100378,1,[np.int64(0)],4,renovacion_mismatch
206814,8901120291601,5,[np.int64(0)],1,renovacion_mismatch
206856,1408004200207000,3,[np.int64(0)],1,renovacion_mismatch
206857,10565200378610,3,[np.int64(0)],1,renovacion_mismatch
206869,1000004636,4,[np.int64(0)],62,renovacion_mismatch
206874,1408004200128000,2,[np.int64(0)],1,renovacion_mismatch
206875,14080042001290000,2,[np.int64(0)],1,renovacion_mismatch
206876,1408004200130000,2,[np.int64(0)],1,renovacion_mismatch
206878,10565200368030,3,[np.int64(0)],1,renovacion_mismatch
206879,4308005575217000,1,[np.int64(0)],1,renovacion_mismatch
206880,4308005575279000,1,[np.int64(0)],1,renovacion_mismatch
206908,4308005683863000,1,[np.int64(0)],1,renovacion_mismatch
206947,10565200366830,3,[np.int64(0)],1,renovacion_mismatch
206948,10565200366840,3,[np.int64(0)],1,renovacion_mismatch
206949,10565200366820,3,[np.int64(0)],1,renovacion_mismatch
206961,4308005675110000,1,[np.int64(0)],1,renovacion_mismatch
206964,4308005676986000,1,[np.int64(0)],1,renovacion_mismatch
206968,101000943,3,[np.int64(0)],1,renovacion_mismatch
206969,101000958,4,[np.int64(0)],1,renovacion_mismatch
206972,101000789-3,3,[np.int64(0)],2,renovacion_mismatch
206973,101000800-3,3,[np.int64(0)],1,renovacion_mismatch
206987,1408004199730000,2,[np.int64(0)],1,renovacion_mismatch
206994,4308005553343000,5,[np.int64(0)],1,renovacion_mismatch
207018,4308005656916000,1,[np.int64(0)],1,renovacion_mismatch
207023,4308005665458000,1,[np.int64(0)],1,renovacion_mismatch
207031,105000176,4,[np.int64(0)],1,renovacion_mismatch
207052,4308005654816000,5,[np.int64(0)],1,renovacion_mismatch
207053,8901116905201,1,[np.int64(0)],1,renovacion_mismatch
207072,3015061,4,[np.int64(0)],10,renovacion_mismatch
207088,4308005643074000,1,[np.int64(0)],1,renovacion_mismatch
207089,4308005641786000,3,[np.int64(0)],1,renovacion_mismatch
207090,4308005641902000,4,[np.int64(0)],1,renovacion_mismatch
207095,4308005650994000,1,[np.int64(0)],1,renovacion_mismatch
207100,1408004199122000,3,[np.int64(0)],1,renovacion_mismatch
207120,1408004199109000,1,[np.int64(0)],1,renovacion_mismatch
207121,10565200373210,1,[np.int64(0)],1,renovacion_mismatch
207122,10565200373220,1,[np.int64(0)],1,renovacion_mismatch
207123,10565200373670,1,[np.int64(0)],1,renovacion_mismatch
207124,1408004199121000,1,[np.int64(0)],1,renovacion_mismatch
207135,994000000251-4,4,[np.int64(0)],1,renovacion_mismatch
207151,4308005627793000,3,[np.int64(0)],1,renovacion_mismatch
207158,8901114599801,5,[np.int64(0)],1,renovacion_mismatch
207171,88807960,1,[np.int64(0)],1,renovacion_mismatch
207183,4308005624009000,1,[np.int64(0)],1,renovacion_mismatch
207197,8901113846501,2,[np.int64(0)],1,renovacion_mismatch
207246,4308005610644000,1,[np.int64(0)],1,renovacion_mismatch
207254,10565200371700,1,[np.int64(0)],1,renovacion_mismatch
207263,1408004198590001,1,[np.int64(0)],1,renovacion_mismatch
207275,4308005607416000,2,[np.int64(0)],1,renovacion_mismatch
207315,100331,1,[np.int64(0)],3,renovacion_mismatch
207316,4308005598390000,2,[np.int64(0)],1,renovacion_mismatch
207337,4308005540714000,2,[np.int64(0)],1,renovacion_mismatch
207347,101005350-4,4,[np.int64(0)],4,renovacion_mismatch
207361,34779046,1,[np.int64(0)],2,renovacion_mismatch
207365,1408004196998000,2,[np.int64(0)],1,renovacion_mismatch
207366,1408004196997000,2,[np.int64(0)],1,renovacion_mismatch
207367,1408004196996000,2,[np.int64(0)],1,renovacion_mismatch
207396,3015017,1,[np.int64(0)],1,renovacion_mismatch
207407,1408004198178000,3,[np.int64(0)],1,renovacion_mismatch
207429,994000000250-4,4,[np.int64(0)],1,renovacion_mismatch
207435,1000051,2,[np.int64(0)],1,renovacion_mismatch
207443,3015001,1,[np.int64(0)],10,renovacion_mismatch
207444,101006143-3,3,[np.int64(0)],1,renovacion_mismatch
207448,10565200359730,1,[np.int64(0)],1,renovacion_mismatch
207452,1000046,1,[np.int64(0)],1,renovacion_mismatch
207454,2050330771602,2,[np.int64(0)],10,renovacion_mismatch
207456,100333,1,[np.int64(0)],1,renovacion_mismatch
207459,10565200358970,5,[np.int64(0)],1,renovacion_mismatch
207460,10565200358980,5,[np.int64(0)],1,renovacion_mismatch
207461,10565200359390,5,[np.int64(0)],1,renovacion_mismatch
207462,10565200359380,5,[np.int64(0)],1,renovacion_mismatch
207467,4308005464392000,1,[np.int64(0)],1,renovacion_mismatch
207472,1000050,1,[np.int64(0)],1,renovacion_mismatch
207473,101000985-2,3,[np.int64(0)],1,renovacion_mismatch
207475,4308005460699000,1,[np.int64(0)],1,renovacion_mismatch
207476,4308005461083000,1,[np.int64(0)],1,renovacion_mismatch
207479,4308005466769000,1,[np.int64(0)],1,renovacion_mismatch
207486,1408004195674000,2,[np.int64(0)],1,renovacion_mismatch
207487,1408004195673000,2,[np.int64(0)],1,renovacion_mismatch
207490,4308005455295000,1,[np.int64(0)],1,renovacion_mismatch
207493,4308005459827000,1,[np.int64(0)],1,renovacion_mismatch
207509,100341,2,[np.int64(0)],2,renovacion_mismatch
207510,100295,1,[np.int64(0)],2,renovacion_mismatch
207511,100338,2,[np.int64(0)],3,renovacion_mismatch
207516,100371,3,[np.int64(0)],1,renovacion_mismatch
207519,100374,1,[np.int64(0)],1,renovacion_mismatch
207526,3014969,4,[np.int64(0)],1,renovacion_mismatch
207542,1408004195275000,2,[np.int64(0)],1,renovacion_mismatch
207548,994000006509,1,[np.int64(0)],2,renovacion_mismatch
207552,1408004196613000,5,[np.int64(0)],1,renovacion_mismatch
207553,1408004196614000,5,[np.int64(0)],1,renovacion_mismatch
207555,101007062-1,1,[np.int64(0)],1,renovacion_mismatch
207560,1408004195273000,5,[np.int64(0)],1,renovacion_mismatch
207561,1408004195276000,1,[np.int64(0)],1,renovacion_mismatch
207562,1408004196519000,5,[np.int64(0)],1,renovacion_mismatch
207563,1408004196524000,5,[np.int64(0)],1,renovacion_mismatch
207564,1408004196622000,5,[np.int64(0)],1,renovacion_mismatch
207565,1408004196621000,5,[np.int64(0)],1,renovacion_mismatch
207566,1408004196619000,5,[np.int64(0)],1,renovacion_mismatch
207567,1408004196618000,5,[np.int64(0)],1,renovacion_mismatch
207568,1408004196624000,5,[np.int64(0)],1,renovacion_mismatch
207569,1408004196617000,5,[np.int64(0)],1,renovacion_mismatch
207570,1408004196616000,5,[np.int64(0)],1,renovacion_mismatch
207571,1408004196615000,5,[np.int64(0)],1,renovacion_mismatch
207572,1408004196421000,5,[np.int64(0)],1,renovacion_mismatch
207573,1408004196419000,5,[np.int64(0)],1,renovacion_mismatch
207574,1408004196518000,5,[np.int64(0)],1,renovacion_mismatch
207575,1408004196517000,5,[np.int64(0)],1,renovacion_mismatch
207576,1408004196516000,5,[np.int64(0)],1,renovacion_mismatch
207577,1408004196515000,5,[np.int64(0)],1,renovacion_mismatch
207578,1408004196523000,5,[np.int64(0)],1,renovacion_mismatch
207579,1408004196522000,5,[np.int64(0)],1,renovacion_mismatch
207580,1408004196521000,5,[np.int64(0)],1,renovacion_mismatch
207581,1408004196520000,5,[np.int64(0)],1,renovacion_mismatch
207584,1408004196418000,5,[np.int64(0)],1,renovacion_mismatch
207585,1408004196412000,5,[np.int64(0)],1,renovacion_mismatch
207586,1408004196409000,5,[np.int64(0)],1,renovacion_mismatch
207587,1408004196413000,5,[np.int64(0)],1,renovacion_mismatch
207588,1408004196406000,5,[np.int64(0)],1,renovacion_mismatch
207589,14080041964196404000,5,[np.int64(0)],1,renovacion_mismatch
207590,1408004196420000,5,[np.int64(0)],1,renovacion_mismatch
207591,1408004196414000,5,[np.int64(0)],1,renovacion_mismatch
207592,88558168,5,[np.int64(0)],1,renovacion_mismatch
207593,88558436,5,[np.int64(0)],1,renovacion_mismatch
207594,88558530,5,[np.int64(0)],1,renovacion_mismatch
207595,88558681,5,[np.int64(0)],1,renovacion_mismatch
207598,100345,2,[np.int64(0)],4,renovacion_mismatch
207600,1408004196217000,5,[np.int64(0)],1,renovacion_mismatch
207601,1408004196221000,5,[np.int64(0)],1,renovacion_mismatch
207602,1408004196225000,5,[np.int64(0)],1,renovacion_mismatch
207603,1408004196224000,5,[np.int64(0)],1,renovacion_mismatch
207604,1408004196218000,5,[np.int64(0)],1,renovacion_mismatch
207605,1408004196219000,5,[np.int64(0)],1,renovacion_mismatch
207606,88557383,5,[np.int64(0)],1,renovacion_mismatch
207607,88557114,5,[np.int64(0)],1,renovacion_mismatch
207609,88557204,5,[np.int64(0)],1,renovacion_mismatch
207610,1408004196136000,5,[np.int64(0)],1,renovacion_mismatch
207611,1408004196135000,5,[np.int64(0)],1,renovacion_mismatch
207615,1408004196207000,5,[np.int64(0)],1,renovacion_mismatch
207616,1408004196209000,5,[np.int64(0)],1,renovacion_mismatch
207617,1408004196213000,5,[np.int64(0)],1,renovacion_mismatch
207618,1408004196216000,5,[np.int64(0)],1,renovacion_mismatch
207619,1001215-1,1,[np.int64(0)],3,renovacion_mismatch
207620,1005269-1,1,[np.int64(0)],1,renovacion_mismatch
207621,1408004196142000,5,[np.int64(0)],1,renovacion_mismatch
207622,1408004196145000,5,[np.int64(0)],1,renovacion_mismatch
207623,1408004196144000,5,[np.int64(0)],1,renovacion_mismatch
207624,14080041961460000,5,[np.int64(0)],1,renovacion_mismatch
207625,1408004196143000,5,[np.int64(0)],1,renovacion_mismatch
207626,1408004196140000,5,[np.int64(0)],1,renovacion_mismatch
207627,1408004196137000,5,[np.int64(0)],1,renovacion_mismatch
207628,1408004196139000,5,[np.int64(0)],1,renovacion_mismatch
207633,1901121001860-5,3,[np.int64(0)],1,renovacion_mismatch
207634,2050330672403,4,[np.int64(0)],10,renovacion_mismatch
207635,101002756-3,4,[np.int64(0)],11,renovacion_mismatch
207636,101007055-1,4,[np.int64(0)],1,renovacion_mismatch
207638,10565200354520,2,[np.int64(0)],1,renovacion_mismatch
207639,10565200354510,2,[np.int64(0)],1,renovacion_mismatch
207645,AA005636/AB002640,2,[np.int64(0)],24,renovacion_mismatch
207646,AA005945/AB002641,3,[np.int64(0)],23,renovacion_mismatch
207647,AA000749/AA015003,2,[np.int64(0)],22,renovacion_mismatch
207660,4308005395959000,5,[np.int64(0)],1,renovacion_mismatch
207661,4308005396189000,5,[np.int64(0)],1,renovacion_mismatch
207662,4308005396639000,5,[np.int64(0)],1,renovacion_mismatch
207671,88399214,1,[np.int64(0)],1,renovacion_mismatch
207674,1408004194713000,2,[np.int64(0)],1,renovacion_mismatch
207677,994000000641,3,[np.int64(0)],2,renovacion_mismatch
207684,1000167-31,3,[np.int64(0)],3,renovacion_mismatch
207686,2050360018803,3,[np.int64(0)],2,renovacion_mismatch
207690,101000265-2,1,[np.int64(0)],1,renovacion_mismatch
207692,101005294-5,4,[np.int64(0)],3,renovacion_mismatch
207694,2050014630202,1,[np.int64(0)],11,renovacion_mismatch
207695,100439,3,[np.int64(0)],2,renovacion_mismatch
207703,10565200349500,2,[np.int64(0)],1,renovacion_mismatch
207720,4308005359769000,1,[np.int64(0)],1,renovacion_mismatch
207735,8837407,2,[np.int64(0)],1,renovacion_mismatch
207750,100387,1,[np.int64(0)],1,renovacion_mismatch
207754,9201123179784,1,[np.int64(0)],1,renovacion_mismatch
207755,100429,1,[np.int64(0)],2,renovacion_mismatch
207762,1000000144-11,3,[np.int64(0)],1,renovacion_mismatch
207764,101000386-1,3,[np.int64(0)],2,renovacion_mismatch
207772,1408004193584000,1,[np.int64(0)],1,renovacion_mismatch
207777,1408004193582000,2,[np.int64(0)],1,renovacion_mismatch
207782,3305222000958-4,1,[np.int64(0)],1,renovacion_mismatch
207783,2020122495303,1,[np.int64(0)],1,renovacion_mismatch
207784,1000045,2,[np.int64(0)],1,renovacion_mismatch
207785,1000000218-46,2,[np.int64(0)],23,renovacion_mismatch
207799,100277,1,[np.int64(0)],14,renovacion_mismatch
207811,3003503,1,[np.int64(0)],1,renovacion_mismatch
207812,101003097-2,2,[np.int64(0)],10,renovacion_mismatch
207818,10565200345950,2,[np.int64(0)],1,renovacion_mismatch
207840,1901123001365-1,1,[np.int64(0)],2,renovacion_mismatch
207846,1901124000864,1,[np.int64(0)],2,renovacion_mismatch
207847,101000879,2,[np.int64(0)],2,renovacion_mismatch
207848,101000893,1,[np.int64(0)],2,renovacion_mismatch
207850,100270,1,[np.int64(0)],5,renovacion_mismatch
207851,1000004527,1,[np.int64(0)],2,renovacion_mismatch
207852,1000004193,1,[np.int64(0)],1,renovacion_mismatch
207853,101006019-3,3,[np.int64(0)],3,renovacion_mismatch
207854,3003505,1,[np.int64(0)],10,renovacion_mismatch
207869,8901092365701,2,[np.int64(0)],1,renovacion_mismatch
207913,8901073942601,3,[np.int64(0)],1,renovacion_mismatch
207914,37981931,2,[np.int64(0)],1,renovacion_mismatch
207928,1408004193025000,2,[np.int64(0)],1,renovacion_mismatch
207930,100377,1,[np.int64(0)],2,renovacion_mismatch
207931,101006655-2,2,[np.int64(0)],10,renovacion_mismatch
207938,9201123153066,1,[np.int64(0)],1,renovacion_mismatch
207946,101006999-1,1,[np.int64(0)],11,renovacion_mismatch
207957,10000044527,1,[np.int64(0)],1,renovacion_mismatch
207958,1000004526,1,[np.int64(0)],1,renovacion_mismatch
207962,100268,3,[np.int64(0)],7,renovacion_mismatch
207964,100273,3,[np.int64(0)],1,renovacion_mismatch
